ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
2893,Calculate Orders Within Each Interval,Medium,https://leetcode.com/problems/calculate-orders-within-each-interval/,Database,67.96,True,Database,21,3,,[]
3602,Hexadecimal and Hexatrigesimal Conversion,Easy,https://leetcode.com/problems/hexadecimal-and-hexatrigesimal-conversion/,"Math, String",79.81,False,Algorithms,38,0,,[]
2814,Minimum Time Takes to Reach Destination Without Drowning,Hard,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/,"Array, Breadth-First Search, Matrix",53.01,True,Algorithms,25,0,,[]
2140,Solving Questions With Brainpower,Medium,https://leetcode.com/problems/solving-questions-with-brainpower/,"Array, Dynamic Programming",60.29,False,Algorithms,2912,86,,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Frog Jump"", ""titleSlug"": ""frog-jump"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
616,Add Bold Tag in String,Medium,https://leetcode.com/problems/add-bold-tag-in-string/,"Array, Hash Table, String, Trie, String Matching",51.07,True,Algorithms,1106,200,,"[{""title"": ""Merge Intervals"", ""titleSlug"": ""merge-intervals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Tag Validator"", ""titleSlug"": ""tag-validator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2981,Find Longest Special Substring That Occurs Thrice I,Medium,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/,"Hash Table, String, Binary Search, Sliding Window, Counting",61.88,False,Algorithms,713,72,,"[{""title"": ""Longest Substring Without Repeating Characters"", ""titleSlug"": ""longest-substring-without-repeating-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Least K Repeating Characters"", ""titleSlug"": ""longest-substring-with-at-least-k-repeating-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2416,Sum of Prefix Scores of Strings,Hard,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/,"Array, String, Trie, Counting",60.73,False,Algorithms,1184,111,,"[{""title"": ""Design Add and Search Words Data Structure"", ""titleSlug"": ""design-add-and-search-words-data-structure"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum XOR of Two Numbers in an Array"", ""titleSlug"": ""maximum-xor-of-two-numbers-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Map Sum Pairs"", ""titleSlug"": ""map-sum-pairs"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
270,Closest Binary Search Tree Value,Easy,https://leetcode.com/problems/closest-binary-search-tree-value/,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree",49.59,True,Algorithms,1878,162,,"[{""title"": ""Count Complete Tree Nodes"", ""titleSlug"": ""count-complete-tree-nodes"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Closest Binary Search Tree Value II"", ""titleSlug"": ""closest-binary-search-tree-value-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Search in a Binary Search Tree"", ""titleSlug"": ""search-in-a-binary-search-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Closest Nodes Queries in a Binary Search Tree"", ""titleSlug"": ""closest-nodes-queries-in-a-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2413,Smallest Even Multiple,Easy,https://leetcode.com/problems/smallest-even-multiple/,"Math, Number Theory",88.1,False,Algorithms,990,117,,"[{""title"": ""Greatest Common Divisor of Strings"", ""titleSlug"": ""greatest-common-divisor-of-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Three Divisors"", ""titleSlug"": ""three-divisors"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find Greatest Common Divisor of Array"", ""titleSlug"": ""find-greatest-common-divisor-of-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Convert the Temperature"", ""titleSlug"": ""convert-the-temperature"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Cuts to Divide a Circle"", ""titleSlug"": ""minimum-cuts-to-divide-a-circle"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
900,RLE Iterator,Medium,https://leetcode.com/problems/rle-iterator/,"Array, Design, Counting, Iterator",58.94,False,Algorithms,761,198,,[]
493,Reverse Pairs,Hard,https://leetcode.com/problems/reverse-pairs/,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",32.6,False,Algorithms,6676,289,,"[{""title"": ""Count of Smaller Numbers After Self"", ""titleSlug"": ""count-of-smaller-numbers-after-self"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count of Range Sum"", ""titleSlug"": ""count-of-range-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1975,Maximum Matrix Sum,Medium,https://leetcode.com/problems/maximum-matrix-sum/,"Array, Greedy, Matrix",65.88,False,Algorithms,1151,55,,[]
2956,Find Common Elements Between Two Arrays,Easy,https://leetcode.com/problems/find-common-elements-between-two-arrays/,"Array, Hash Table",83.86,False,Algorithms,271,103,,[]
131,Palindrome Partitioning,Medium,https://leetcode.com/problems/palindrome-partitioning/,"String, Dynamic Programming, Backtracking",72.65,False,Algorithms,13788,556,,"[{""title"": ""Palindrome Partitioning II"", ""titleSlug"": ""palindrome-partitioning-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Palindrome Partitioning IV"", ""titleSlug"": ""palindrome-partitioning-iv"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Non-overlapping Palindrome Substrings"", ""titleSlug"": ""maximum-number-of-non-overlapping-palindrome-substrings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1013,Partition Array Into Three Parts With Equal Sum,Easy,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/,"Array, Greedy",42.15,False,Algorithms,1766,168,,"[{""title"": ""Find the Middle Index in Array"", ""titleSlug"": ""find-the-middle-index-in-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2214,Minimum Health to Beat Game,Medium,https://leetcode.com/problems/minimum-health-to-beat-game/,"Array, Greedy",58.76,True,Algorithms,326,239,,"[{""title"": ""Dungeon Game"", ""titleSlug"": ""dungeon-game"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Eliminate Maximum Number of Monsters"", ""titleSlug"": ""eliminate-maximum-number-of-monsters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2102,Sequentially Ordinal Rank Tracker,Hard,https://leetcode.com/problems/sequentially-ordinal-rank-tracker/,"Design, Heap (Priority Queue), Data Stream, Ordered Set",61.71,False,Algorithms,400,44,,"[{""title"": ""Find Median from Data Stream"", ""titleSlug"": ""find-median-from-data-stream"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Kth Largest Element in a Stream"", ""titleSlug"": ""kth-largest-element-in-a-stream"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Finding MK Average"", ""titleSlug"": ""finding-mk-average"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2582,Pass the Pillow,Easy,https://leetcode.com/problems/pass-the-pillow/,"Math, Simulation",56.57,False,Algorithms,1072,56,,"[{""title"": ""Find the Student that Will Replace the Chalk"", ""titleSlug"": ""find-the-student-that-will-replace-the-chalk"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2717,Semi-Ordered Permutation,Easy,https://leetcode.com/problems/semi-ordered-permutation/,"Array, Simulation",63.51,False,Algorithms,221,20,,[]
1736,Latest Time by Replacing Hidden Digits,Easy,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/,"String, Greedy",43.22,False,Algorithms,395,187,,"[{""title"": ""Number of Valid Clock Times"", ""titleSlug"": ""number-of-valid-clock-times"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Latest Time You Can Obtain After Replacing Characters"", ""titleSlug"": ""latest-time-you-can-obtain-after-replacing-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3573,Best Time to Buy and Sell Stock V,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-v/,"Array, Dynamic Programming",39.92,False,Algorithms,82,12,,"[{""title"": ""Best Time to Buy and Sell Stock"", ""titleSlug"": ""best-time-to-buy-and-sell-stock"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2853,Highest Salaries Difference,Easy,https://leetcode.com/problems/highest-salaries-difference/,Database,74.19,True,Database,18,1,,[]
657,Robot Return to Origin,Easy,https://leetcode.com/problems/robot-return-to-origin/,"String, Simulation",76.23,False,Algorithms,2526,750,,"[{""title"": ""Number of Provinces"", ""titleSlug"": ""number-of-provinces"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Execution of All Suffix Instructions Staying in a Grid"", ""titleSlug"": ""execution-of-all-suffix-instructions-staying-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Furthest Point From Origin"", ""titleSlug"": ""furthest-point-from-origin"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3158,Find the XOR of Numbers Which Appear Twice,Easy,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/,"Array, Hash Table, Bit Manipulation",77.94,False,Algorithms,147,14,,"[{""title"": ""Single Number"", ""titleSlug"": ""single-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Single Number II"", ""titleSlug"": ""single-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Single Number III"", ""titleSlug"": ""single-number-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3003,Maximize the Number of Partitions After Operations,Hard,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/,"String, Dynamic Programming, Bit Manipulation, Bitmask",27.77,False,Algorithms,150,29,,"[{""title"": ""Can Make Palindrome from Substring"", ""titleSlug"": ""can-make-palindrome-from-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3059,Find All Unique Email Domains,Easy,https://leetcode.com/problems/find-all-unique-email-domains/,Database,70.45,True,Database,11,8,,[]
467,Unique Substrings in Wraparound String,Medium,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,"String, Dynamic Programming",41.56,False,Algorithms,1505,186,,[]
614,Second Degree Follower,Medium,https://leetcode.com/problems/second-degree-follower/,Database,40.18,True,Database,164,745,,[]
2441,Largest Positive Integer That Exists With Its Negative,Easy,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative/,"Array, Hash Table, Two Pointers, Sorting",74.59,False,Algorithms,1039,25,,"[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
279,Perfect Squares,Medium,https://leetcode.com/problems/perfect-squares/,"Math, Dynamic Programming, Breadth-First Search",55.85,False,Algorithms,11609,485,,"[{""title"": ""Count Primes"", ""titleSlug"": ""count-primes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ugly Number II"", ""titleSlug"": ""ugly-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ways to Express an Integer as Sum of Powers"", ""titleSlug"": ""ways-to-express-an-integer-as-sum-of-powers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2612,Minimum Reverse Operations,Hard,https://leetcode.com/problems/minimum-reverse-operations/,"Array, Breadth-First Search, Ordered Set",15.49,False,Algorithms,245,73,,[]
3333,Find the Original Typed String II,Hard,https://leetcode.com/problems/find-the-original-typed-string-ii/,"String, Dynamic Programming, Prefix Sum",46.08,False,Algorithms,487,71,,"[{""title"": ""Keyboard Row"", ""titleSlug"": ""keyboard-row"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Faulty Keyboard"", ""titleSlug"": ""faulty-keyboard"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
958,Check Completeness of a Binary Tree,Medium,https://leetcode.com/problems/check-completeness-of-a-binary-tree/,"Tree, Breadth-First Search, Binary Tree",58.6,False,Algorithms,4460,62,,[]
2115,Find All Possible Recipes from Given Supplies,Medium,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/,"Array, Hash Table, String, Graph, Topological Sort",56.5,False,Algorithms,2589,140,,"[{""title"": ""Course Schedule II"", ""titleSlug"": ""course-schedule-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Good Meals"", ""titleSlug"": ""count-good-meals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
724,Find Pivot Index,Easy,https://leetcode.com/problems/find-pivot-index/,"Array, Prefix Sum",60.97,False,Algorithms,8911,902,,"[{""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Middle Index in Array"", ""titleSlug"": ""find-the-middle-index-in-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Split Array"", ""titleSlug"": ""number-of-ways-to-split-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Sum Score of Array"", ""titleSlug"": ""maximum-sum-score-of-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Left and Right Sum Differences"", ""titleSlug"": ""left-and-right-sum-differences"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1307,Verbal Arithmetic Puzzle,Hard,https://leetcode.com/problems/verbal-arithmetic-puzzle/,"Array, Math, String, Backtracking",34.77,False,Algorithms,520,136,,[]
2877,Create a DataFrame from List,Easy,https://leetcode.com/problems/create-a-dataframe-from-list/,,81.37,False,pandas,269,11,,[]
230,Kth Smallest Element in a BST,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",75.69,False,Algorithms,12269,247,,"[{""title"": ""Binary Tree Inorder Traversal"", ""titleSlug"": ""binary-tree-inorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Second Minimum Node In a Binary Tree"", ""titleSlug"": ""second-minimum-node-in-a-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1036,Escape a Large Maze,Hard,https://leetcode.com/problems/escape-a-large-maze/,"Array, Hash Table, Depth-First Search, Breadth-First Search",35.6,False,Algorithms,697,171,,[]
25,Reverse Nodes in k-Group,Hard,https://leetcode.com/problems/reverse-nodes-in-k-group/,"Linked List, Recursion",63.7,False,Algorithms,14917,769,,"[{""title"": ""Swap Nodes in Pairs"", ""titleSlug"": ""swap-nodes-in-pairs"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Swapping Nodes in a Linked List"", ""titleSlug"": ""swapping-nodes-in-a-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Nodes in Even Length Groups"", ""titleSlug"": ""reverse-nodes-in-even-length-groups"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1585,Check If String Is Transformable With Substring Sort Operations,Hard,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/,"String, Greedy, Sorting",49.22,False,Algorithms,451,10,,[]
574,Winning Candidate,Medium,https://leetcode.com/problems/winning-candidate/,Database,62.14,True,Database,181,414,,[]
3563,Lexicographically Smallest String After Adjacent Removals,Hard,https://leetcode.com/problems/lexicographically-smallest-string-after-adjacent-removals/,"String, Dynamic Programming",15.08,False,Algorithms,46,4,,[]
1336,Number of Transactions per Visit,Hard,https://leetcode.com/problems/number-of-transactions-per-visit/,Database,48.29,True,Database,95,326,,"[{""title"": ""Find the Missing IDs"", ""titleSlug"": ""find-the-missing-ids"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3041,Maximize Consecutive Elements in an Array After Modification,Hard,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/,"Array, Dynamic Programming, Sorting",32.79,False,Algorithms,168,9,,[]
3182,Find Top Scoring Students,Medium,https://leetcode.com/problems/find-top-scoring-students/,Database,49.18,True,Database,12,3,,[]
2536,Increment Submatrices by One,Medium,https://leetcode.com/problems/increment-submatrices-by-one/,"Array, Matrix, Prefix Sum",52.51,False,Algorithms,488,62,,"[{""title"": ""Range Sum Query 2D - Mutable"", ""titleSlug"": ""range-sum-query-2d-mutable"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Positions on Street With Required Brightness"", ""titleSlug"": ""count-positions-on-street-with-required-brightness"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1957,Delete Characters to Make Fancy String,Easy,https://leetcode.com/problems/delete-characters-to-make-fancy-string/,String,74.27,False,Algorithms,1159,53,,"[{""title"": ""Find Maximum Removals From Source String"", ""titleSlug"": ""find-maximum-removals-from-source-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1424,Diagonal Traverse II,Medium,https://leetcode.com/problems/diagonal-traverse-ii/,"Array, Sorting, Heap (Priority Queue)",58.14,False,Algorithms,2279,158,,[]
1064,Fixed Point,Easy,https://leetcode.com/problems/fixed-point/,"Array, Binary Search",63.84,True,Algorithms,441,67,,[]
3098,Find the Sum of Subsequence Powers,Hard,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/,"Array, Dynamic Programming, Sorting",23.74,False,Algorithms,140,6,,"[{""title"": ""Number of Subsequences That Satisfy the Given Sum Condition"", ""titleSlug"": ""number-of-subsequences-that-satisfy-the-given-sum-condition"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Closest Subsequence Sum"", ""titleSlug"": ""closest-subsequence-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2220,Minimum Bit Flips to Convert Number,Easy,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,Bit Manipulation,87.65,False,Algorithms,1492,35,,"[{""title"": ""Minimum Flips to Make a OR b Equal to c"", ""titleSlug"": ""minimum-flips-to-make-a-or-b-equal-to-c"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Operations to Make Array XOR Equal to K"", ""titleSlug"": ""minimum-number-of-operations-to-make-array-xor-equal-to-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Number With All Set Bits"", ""titleSlug"": ""smallest-number-with-all-set-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2486,Append Characters to String to Make Subsequence,Medium,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/,"Two Pointers, String, Greedy",72.95,False,Algorithms,1154,90,,"[{""title"": ""Is Subsequence"", ""titleSlug"": ""is-subsequence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Operations to Make a Subsequence"", ""titleSlug"": ""minimum-operations-to-make-a-subsequence"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2371,Minimize Maximum Value in a Grid,Hard,https://leetcode.com/problems/minimize-maximum-value-in-a-grid/,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix",70.69,True,Algorithms,141,6,,"[{""title"": ""Candy"", ""titleSlug"": ""candy"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1943,Describe the Painting,Medium,https://leetcode.com/problems/describe-the-painting/,"Array, Hash Table, Sorting, Prefix Sum",51.32,False,Algorithms,528,47,,"[{""title"": ""Average Height of Buildings in Each Segment"", ""titleSlug"": ""average-height-of-buildings-in-each-segment"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Amount of New Area Painted Each Day"", ""titleSlug"": ""amount-of-new-area-painted-each-day"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Shifting Letters II"", ""titleSlug"": ""shifting-letters-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2754,Bind Function to Context,Medium,https://leetcode.com/problems/bind-function-to-context/,,86.9,True,JavaScript,16,0,,[]
1211,Queries Quality and Percentage,Easy,https://leetcode.com/problems/queries-quality-and-percentage/,Database,49.41,False,Database,928,511,,"[{""title"": ""Percentage of Users Attended a Contest"", ""titleSlug"": ""percentage-of-users-attended-a-contest"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2073,Time Needed to Buy Tickets,Easy,https://leetcode.com/problems/time-needed-to-buy-tickets/,"Array, Queue, Simulation",71.01,False,Algorithms,1786,160,,"[{""title"": ""Number of Students Unable to Eat Lunch"", ""titleSlug"": ""number-of-students-unable-to-eat-lunch"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/,"Array, Hash Table, String",59.72,False,Algorithms,376,230,,[]
496,Next Greater Element I,Easy,https://leetcode.com/problems/next-greater-element-i/,"Array, Hash Table, Stack, Monotonic Stack",74.9,False,Algorithms,9165,990,,"[{""title"": ""Next Greater Element II"", ""titleSlug"": ""next-greater-element-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Next Greater Element III"", ""titleSlug"": ""next-greater-element-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Daily Temperatures"", ""titleSlug"": ""daily-temperatures"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sum of Subarray Ranges"", ""titleSlug"": ""sum-of-subarray-ranges"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sum of Total Strength of Wizards"", ""titleSlug"": ""sum-of-total-strength-of-wizards"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Next Greater Element IV"", ""titleSlug"": ""next-greater-element-iv"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Remove Nodes From Linked List"", ""titleSlug"": ""remove-nodes-from-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Missing Integer Greater Than Sequential Prefix Sum"", ""titleSlug"": ""smallest-missing-integer-greater-than-sequential-prefix-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2349,Design a Number Container System,Medium,https://leetcode.com/problems/design-a-number-container-system/,"Hash Table, Design, Heap (Priority Queue), Ordered Set",57.14,False,Algorithms,947,73,,"[{""title"": ""Seat Reservation Manager"", ""titleSlug"": ""seat-reservation-manager"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Design a Food Rating System"", ""titleSlug"": ""design-a-food-rating-system"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2581,Count Number of Possible Root Nodes,Hard,https://leetcode.com/problems/count-number-of-possible-root-nodes/,"Array, Hash Table, Dynamic Programming, Tree, Depth-First Search",46.98,False,Algorithms,318,9,,"[{""title"": ""Closest Node to Path in Tree"", ""titleSlug"": ""closest-node-to-path-in-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3536,Maximum Product of Two Digits,Easy,https://leetcode.com/problems/maximum-product-of-two-digits/,"Math, Sorting",69.57,False,Algorithms,51,1,,[]
398,Random Pick Index,Medium,https://leetcode.com/problems/random-pick-index/,"Hash Table, Math, Reservoir Sampling, Randomized",64.64,False,Algorithms,1370,1304,,"[{""title"": ""Linked List Random Node"", ""titleSlug"": ""linked-list-random-node"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Random Pick with Blacklist"", ""titleSlug"": ""random-pick-with-blacklist"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Random Pick with Weight"", ""titleSlug"": ""random-pick-with-weight"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1500,Design a File Sharing System,Medium,https://leetcode.com/problems/design-a-file-sharing-system/,"Hash Table, Design, Sorting, Heap (Priority Queue), Data Stream",41.83,True,Algorithms,50,126,,"[{""title"": ""Design Twitter"", ""titleSlug"": ""design-twitter"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1302,Deepest Leaves Sum,Medium,https://leetcode.com/problems/deepest-leaves-sum/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",86.4,False,Algorithms,4783,126,,[]
1684,Count the Number of Consistent Strings,Easy,https://leetcode.com/problems/count-the-number-of-consistent-strings/,"Array, Hash Table, String, Bit Manipulation, Counting",88.33,False,Algorithms,2222,89,,"[{""title"": ""Count Pairs Of Similar Strings"", ""titleSlug"": ""count-pairs-of-similar-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
141,Linked List Cycle,Easy,https://leetcode.com/problems/linked-list-cycle/,"Hash Table, Linked List, Two Pointers",52.96,False,Algorithms,16787,1523,,"[{""title"": ""Linked List Cycle II"", ""titleSlug"": ""linked-list-cycle-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Happy Number"", ""titleSlug"": ""happy-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
265,Paint House II,Hard,https://leetcode.com/problems/paint-house-ii/,"Array, Dynamic Programming",56.54,True,Algorithms,1335,39,,"[{""title"": ""Product of Array Except Self"", ""titleSlug"": ""product-of-array-except-self"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sliding Window Maximum"", ""titleSlug"": ""sliding-window-maximum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Paint House"", ""titleSlug"": ""paint-house"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint Fence"", ""titleSlug"": ""paint-fence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
82,Remove Duplicates from Sorted List II,Medium,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,"Linked List, Two Pointers",50.29,False,Algorithms,9356,266,,"[{""title"": ""Remove Duplicates from Sorted List"", ""titleSlug"": ""remove-duplicates-from-sorted-list"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Remove Duplicates From an Unsorted Linked List"", ""titleSlug"": ""remove-duplicates-from-an-unsorted-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
113,Path Sum II,Medium,https://leetcode.com/problems/path-sum-ii/,"Backtracking, Tree, Depth-First Search, Binary Tree",60.85,False,Algorithms,8397,165,,"[{""title"": ""Path Sum"", ""titleSlug"": ""path-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Binary Tree Paths"", ""titleSlug"": ""binary-tree-paths"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Path Sum III"", ""titleSlug"": ""path-sum-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Path Sum IV"", ""titleSlug"": ""path-sum-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Step-By-Step Directions From a Binary Tree Node to Another"", ""titleSlug"": ""step-by-step-directions-from-a-binary-tree-node-to-another"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2659,Make Array Empty,Hard,https://leetcode.com/problems/make-array-empty/,"Array, Binary Search, Greedy, Binary Indexed Tree, Segment Tree, Sorting, Ordered Set",25.65,False,Algorithms,563,34,,[]
